product_code,recommend_product_codes_concated
861991,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
208283,64#391#12256#11605#96#1102#641#2343#11604#706
434531,158232#263302#9151#225506#178465#225497#167739#749593#756457#762337
8847,8899#9049#9048#8955#8918#9023#8980#8975#8902#8805
59281,12034#2316#846#2332#3089#6572#3031#3039#6207#531
48171,3236#681#74535#2872#1821#80181#3870#75358#930#74480
794713,3394#28#222#357#1990#1353#6456#1166#1007#3800
835280,222253#227023#226970#226976#227067#226969#226971#226986#226993#227028
691320,155406#184910#150530#11941#153995#158503#11940#225616#156632#150289
158016,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
75607,165232#75817#5349#75524#169482#341280#364400#350122#165382#75665
72245,6486#2660#2491#72209#10617#2553#72147#10630#2383#60367
169527,1162#825#837#678#1882#3685#57703#983#7682#10674
1600,495#5710#2804#857#581#11628#580#2043#3834#174
2276,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
150115,11842#1012#352295#156629#254236#4184#2322#270497#11923#1887
3136,3159#7070#3676#592#4008#6050#3137#3842#177#2557
52698,11692#52836#160028#4450#1555#675#157636#3003#11808#559
457864,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
181054,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
550251,3609#939#31135#8209#3121#5614#450#2512#4758#3122
39991,7689#3611#1391#728#1707#1389#4545#1070#1387#3662
11278,2403#1071#1444#1917#2921#11990#6885#193875#2561#15065
2491,6486#2660#72209#10617#2553#72147#10630#2383#60367#72156
808766,1740#523#534#854219#66188#1898#2524#1062#9413#300
848827,293#848794#858499#848846#860014#855589#852906#860016#853764#851578
207761,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
654305,1740#523#534#66188#854219#1898#2524#1062#9413#300
2396,2670#1937#2744#2793#18867#1715#18877#18878#4422#2713
3389,196#347#1687#7002#1765#1210#2933#3488#1557#1688
103,2562#11850#12196#3527#188091#3526#540#17760#3462#958
92,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
864235,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
414517,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
76005,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
541532,192157#1538#5187#2667#7186#5088#11809#9510#26158#167766
359475,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
44535,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
293526,11927#165#2542#164#2880#2369#1249#294345#9380#430
845483,1357#705#186005#9484#9712#156400#344101#227411#9677#164614
857075,2562#11850#12196#103#3527#188091#3526#540#17760#3462
854403,8734#1233#530#1061#575#1716#570#1058#468858#1863
858534,11692#52836#160028#4450#1555#675#157636#3003#11808#559
158881,155405#189089#11956#319737#11936#219269#696119#550195#372472#158298
2536,1476#1309#685#11859#1725#604#24880#266#1021#284
8943,8899#9049#9048#8955#8918#9023#8980#8975#8902#8805
169267,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
151709,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
457698,6866#436#35659#68555#68568#11986#11977#11367#69607#69614
862894,3661#7142#67690#11624#26843#11912#26808#26931#27163#157377
53783,53359#53361#53470#53375#53348#53353#275261#854181#53416#159710
861975,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
337117,3393#849#4440#2990#761#1592#164453#8392#63390#11883
72842,12428#1234#73440#4959#426#40#6904#1544#14320#10993
852545,3733#834963#846868#852196#842027
849667,447620#65312#281242#419312#364947#277445#79823#77885#445900#329879
864605,11842#1012#352295#156629#254236#4184#150115#2322#270497#11923
856432,8734#1233#530#1061#575#1716#570#1058#468858#1863
326804,11369#7047#13734#442#12407#6813#154556#13659#3673#3671
179318,219088#11985#680#1143#50508#154478#169288#227839#2970#168669
422808,3394#28#222#357#1990#1353#6456#1166#1007#3800
75934,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
3735,1740#523#534#66188#854219#1898#2524#1062#9413#300
1320,819#337#1408#8153#1318#1322#1321#183527#12035#4967
854450,119#7474#70477#71587#7317#7472#2792#71305#56#71208
217686,64#391#12256#11605#96#1102#641#2343#11604#706
165637,1186#989#11620#485#1278#4114#3716#379#7436#425
10494,4810#645#9106#850#285236#8905#8909#8910#8719#8901
850013,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
2756,339627#47100#6862#1560#1682#8023#3450#1562#1139#2363
435785,12034#2316#846#2332#3089#6572#3031#3039#6207#531
188340,119#7474#70477#71587#7317#7472#2792#71305#56#71208
827,3393#849#4440#2990#761#1592#164453#8392#63390#11883
9223,3493#1552#1577#40964#9536#605#1049#45534#648#5480
863378,2670#1937#2744#2793#18867#1715#18877#18878#4422#2713
853715,551268#551247#552106#766882#766832#766855#766850#766868#853714#853716
183132,2126#3387#1695#726#2543#521#67#1660#56625#994
2426,11692#52836#160028#4450#1555#675#157636#3003#11808#559
851913,702081#851864#849092#851912#851915#851863#856003#856004
856581,11369#7047#13734#442#12407#6813#154556#13659#3673#3671
360987,540757#294092#360988#505500#266981#281039#266982#296470#264653#235860
551275,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
12406,1460#73653#224728#14290#73655#11992#73788#73652#197281#73686
1113,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
76115,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
4387,3609#939#31135#8209#3121#5614#450#2512#4758#3122
170127,12034#2316#846#2332#3089#6572#3031#3039#6207#531
175813,4759#5546#2961#4223#5565#2896#57361#8442#57737#14944
168928,11895#12409#13713#161062#11824#11857#365604#161043#14284#11897
174263,1342#1638#577#3814#2132#1172#1205#2824#1343#2500
797931,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
12191,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
51106,11692#52836#160028#4450#1555#675#157636#3003#11808#559
181330,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
10747,3428#1477#3427#69#386#2559#2001#5841#3664#1673
451919,60345#377654#454505#428734#744768#537250#454535#377652#499458
1408,819#337#8153#1318#1322#1321#183527#12035#4967#1320
848833,293#852055#848842#848834#848831#848837#848832#856756#851567#851578
272059,1740#523#534#854219#66188#1898#2524#1062#9413#300
19900,64#391#12256#11605#96#1102#641#2343#11604#706
11428,339170#13645#339168#9147#223850#221823#339169#11563#163886#154493
20692,513#3180#405#511#4425#1568#281#25998#2723#3680
2366,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
6022,4230#2464#1020#74#348977#1341#5249#3005#12253#4055
159806,80708#8014#168684#3762#12010#3423#61640#4721#61621#61583
1710,1363#725#1017#1280#1888#1019#3713#1527#652#2997
9114,160532#9120#10658#160504
11204,555#6031#23192#28309#1449#2062#4635#398#3332#4023
858227,11963#3096#448#479#154492#1033#2484#2923#2748#213438
207229,4510#879#2330#720#3074#7456#344091#13784#157583#180425
858014,857161#858015#858095#858091#858093#858092#858090#858094#858084#858087
862050,551268#551247#552106#766882#766832#766855#766868#766850#863043#863048
508,3234#11886#10636#2569#1604#2452#9436#26195#9405#9406
821817,12428#1234#73440#4959#426#40#6904#1544#14320#10993
857625,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
848144,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
158742,11692#52836#160028#4450#1555#675#157636#3003#11808#559
12036,12034#2316#846#2332#3089#6572#3031#3039#6207#531
48749,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
50841,1614#2021#4783#8043#1276#10984#51574#207939#8006#4072
164088,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
863310,3110#75063#163340#4598#5021#4128#190346#523828#814586#853457
524996,11692#52836#160028#4450#1555#675#157636#3003#11808#559
4150,11927#165#293526#2542#164#2880#2369#1249#294345#9380
820827,3110#75063#163340#4598#5021#4128#190346#523828#863310#862414
270000,495#5710#2804#857#581#11628#580#2043#3834#174
4464,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
35661,3086#1324#35816#335#12052#37072#4612#10597#3087#36864
192462,30412#30663#735#1151#4365#8309#455#246#3429#3917
222653,555#6031#23192#28309#1449#2062#4635#398#3332#4023
861485,8540#156198#11458#344132#810635#829069#857788#845565#861431#861488
2581,188133#2851#1134#524#2505#6616#165206#173739#11235#6535
8623,3655#3442#5147#3502#158282#659#1400#1524#1498#1484
862484,3316#3411#68243#68108#12006#68093#68231#12005#69213#68177
851763,11692#52836#160028#4450#1555#675#157636#3003#11808#559
852412,206815#937#3108#11903#11910#221025#11906#69114#11833#8051
863330,2670#1937#2744#2793#18867#1715#18877#18878#4422#2713
29062,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
761058,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
2369,11927#165#293526#2542#164#2880#1249#294345#9380#430
444946,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
179568,8634#12381#3955#3725#158485#5049#205868#158191#840335#310608
849984,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
63721,1363#725#1017#1280#1888#1019#3713#1527#652#2997
42447,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
164660,6562#159155#11851#6487#12817#10566#11123#10925#159037#2440
250875,180754#2309#1907#9849#199715#9704#216239#50585#442975#52661
196371,3428#1477#3427#69#386#2559#2001#5841#3664#1673
630726,540757#294092#360988#360987#505500#266981#281039#266982#296470#264653
183225,6561#159178#3390#3061#3079#2072#2346#3315#2479#8104
830124,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
1037,1566#646#2235#1358#12163#1832#820#224596#1790#1500
271223,3394#28#222#357#1990#1353#6456#1166#1007#3800
166156,1740#523#534#66188#854219#1898#2524#1062#9413#300
853772,849577#853920#849569#854358#849513#864633#843010#843033#854141#854142
863418,6866#436#35659#68555#68568#11986#11977#11367#69607#69614
323977,11692#52836#160028#4450#1555#675#157636#3003#11808#559
158399,94#3781#9#2513#3778#8#8011#3617#93#2625
42,3393#849#4440#2990#761#1592#164453#8392#63390#11883
39802,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
229059,1504#603#353628#164331#165565#227126#226505#350700#9095#7395
551599,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
545006,419#5296#2052#432#9398#5915#4219#4124#9433#7271
43370,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
700714,2344#192102#738#3064#9785#154380#505591#160127#6527#190310
235199,1683#8744#326832#948#227420#2735#5906#4374#227414#11363
844924,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
178703,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
814735,12428#1234#73440#4959#426#40#6904#1544#14320#10993
34942,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
434719,3236#681#74535#2872#1821#80181#3870#75358#930#74480
7772,1363#725#1017#1280#1888#1019#3713#1527#652#2997
161338,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
862793,3189#77#2906#6615#2901#155902#2533#20301#20281#2914
477702,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
162339,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
862018,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
598673,4810#645#9106#850#285236#8905#8909#8910#8719#8901
1070,7689#3611#1391#728#1707#1389#4545#1387#3662#4535
8873,4810#645#9106#850#285236#8905#8909#8910#8719#8901
184620,12428#1234#73440#4959#426#40#6904#1544#14320#10993
863358,3316#3411#68243#68108#12006#68093#68231#12005#69213#68177
41329,842#214#668#654#3547#5543#150027#41118#9545#2754
3971,3394#28#222#357#1990#1353#6456#1166#1007#3800
15620,3393#849#4440#2990#761#1592#164453#8392#63390#11883
16551,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
4693,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
73695,1460#12406#73653#224728#14290#73655#11992#73788#73652#197281
12112,12101#5193#1915#1914#9412#322913#27772#21263#158073#191165
27310,1105#3229#3472#168600#169533#158851#156593#41694#226923#7498
808826,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
89,94#3781#9#2513#3778#8#8011#3617#93#2625
857995,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
219004,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
861441,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
161067,11369#7047#13734#442#12407#6813#154556#13659#3673#3671
652894,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
3419,8109#156624#2566#226506#157963#2144#9585#6197#8321#8530
334085,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
71577,1740#523#534#854219#66188#1898#2524#1062#9413#300
56408,3394#28#222#357#1990#1353#6456#1166#1007#3800
863297,12428#1234#73440#4959#426#40#6904#1544#14320#10993
857919,339170#13645#339168#11428#9147#223850#221823#339169#11563#163886
33430,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
326858,94#3781#9#2513#3778#8#8011#3617#93#2625
853201,188133#2851#1134#524#2505#6616#165206#173739#11235#2581
78767,1740#523#534#66188#854219#1898#2524#1062#9413#300
203732,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
160088,6561#159178#3390#3061#3079#2072#2346#3315#2479#8104
442410,308123#258194#400301#402097#404072#417530#445136#274798#755405#463795
849647,2562#11850#12196#103#3527#188091#3526#540#17760#3462
9608,11692#52836#160028#4450#1555#675#157636#3003#11808#559
1787,3810#5402
862278,11692#52836#160028#4450#1555#675#157636#3003#11808#559
7165,3394#28#222#357#1990#1353#6456#1166#1007#3800
409584,4510#879#2330#720#3074#7456#344091#13784#157583#180425
849990,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
857826,8734#1233#530#1061#575#1716#570#1058#468858#1863
164,11927#165#293526#2542#2880#2369#1249#294345#9380#430
782315,2272#2279#157514#2274#153992#6304#198855#7322#153993#12083
72281,6486#2660#2491#72209#10617#2553#72147#10630#2383#60367
2912,3460#159442#2915#671#157899#1077#2538#2578#1998#358
860561,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
209128,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
227008,3408#11101#2549#8381#2418#154505#14213#6902#9706#11925
741335,1740#523#534#854219#66188#1898#2524#1062#9413#300
45449,842#214#668#654#3547#5543#150027#41118#9545#2754
344119,495#5710#2804#857#581#11628#580#2043#3834#174
403685,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
189943,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
12141,12034#2316#846#2332#3089#6572#3031#3039#6207#531
266352,513#3180#405#511#4425#1568#281#25998#2723#3680
253150,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
269948,226921#155532#428486#158557#168647#2130#9683#206601#151447#7262
53377,53359#53361#53470#53375#53348#53353#275261#854181#53416#159710
451269,12034#2316#846#2332#3089#6572#3031#3039#6207#531
484893,842#214#668#654#3547#5543#150027#41118#9545#2754
318357,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
800319,155405#189089#11956#319737#11936#219269#696119#550195#372472#158881
860965,749744#861453#861477#855878#861480#849451#851560#852061#853938#851559
420571,168611#165283#463775#675892#859709#862277#863245#864348#864277
765563,539854#569594#580282#167190#313243#765564#765562#412493#863311#863213
856816,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
1667,1186#989#11620#485#1278#4114#3716#379#7436#425
272859,495#5710#2804#857#581#11628#580#2043#3834#174
197661,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
857266,3460#159442#2915#671#157899#1077#2538#2578#1998#358
204290,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
183259,3314#550#2983#1072#67580#362761#67655#67582#69702#67733
852155,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
32764,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
436463,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
749892,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
184940,3394#28#222#357#1990#1353#6456#1166#1007#3800
182631,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
431599,1492#1051#1885#2612#363#4131#50543#1777#9621#9363
21776,1553#2074#21661#4516#6961#2075#154398#2061#7151#414
864299,1333#5557#156385#849265#854569#861859#864291#864260#864256#864237
59675,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
9780,1357#705#186005#9484#9712#156400#344101#227411#9677#164614
54945,3394#28#222#357#1990#1353#6456#1166#1007#3800
863220,12428#1234#73440#4959#426#40#6904#1544#14320#10993
829948,155406#184910#150530#11941#153995#158503#11940#225616#156632#150289
853916,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
1108,763#2477#1652#155883#6518#2331#14286#907#2841#831344
184758,192157#1538#5187#2667#7186#5088#11809#9510#26158#167766
563889,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
181807,7312#226500#59920#175785#164033#221221#175492#12111#186173#276050
190750,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
849974,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
166105,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
1064,64#391#12256#11605#96#1102#641#2343#11604#706
75063,3110#163340#4598#5021#4128#190346#523828#820827#863310#862414
3386,1740#523#534#854219#66188#1898#2524#1062#9413#300
862023,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
4813,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
372292,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
176116,3428#1477#3427#69#386#2559#2001#5841#3664#1673
161303,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
863283,80708#8014#168684#3762#12010#3423#61640#4721#61621#61583
187776,64#391#12256#11605#96#1102#641#2343#11604#706
197251,1363#725#1017#1280#1888#1019#3713#1527#652#2997
687,688#771030#854491#863286#863473#863476#863477#864132#849457#854484
853512,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
1299,3394#28#222#357#1990#1353#6456#1166#1007#3800
759860,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
862766,226921#155532#428486#158557#168647#2130#9683#206601#151447#7262
551173,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
258887,11692#52836#160028#4450#1555#675#157636#3003#11808#559
183994,119#7474#70477#71587#7317#7472#2792#71305#56#71208
184506,64#391#12256#11605#96#1102#641#2343#11604#706
806046,3394#28#222#357#1990#1353#6456#1166#1007#3800
567233,2344#192102#738#3064#9785#154380#505591#160127#6527#190310
23669,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
516,359#853#3409#12054#1622#826#4326#408#157749#8582
193924,3314#550#2983#1072#67580#362761#67655#67582#69702#67733
10672,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
864620,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
541787,249601#787277
864550,12056#12072#242376#3129#251551#272379#81758#327534#272846#552518
468206,11692#52836#160028#4450#1555#675#157636#3003#11808#559
4516,1553#2074#21661#6961#2075#154398#2061#7151#414#4982
857778,155406#184910#150530#11941#153995#158503#11940#225616#156632#150289
482043,3316#3411#68243#68108#12006#68093#68231#12005#69213#68177
511375,551409#511356#511363#511378#511398#602559#602486#511379#602554#602474
815964,339170#13645#339168#11428#9147#223850#221823#339169#11563#163886
3224,7689#3611#1391#728#1707#1389#4545#1070#1387#3662
259124,11541#2353#14206#6557#9838#1646#1798#4700#2818#154467
863321,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
822117,155405#189089#11956#319737#11936#219269#696119#550195#372472#158881
11296,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
19319,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
11436,3977#2472#155444#3325#3889#1496#160046#632175#156458#411
863581,8734#1233#530#1061#575#1716#570#1058#468858#1863
165745,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
5611,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
66304,1740#523#534#66188#854219#1898#2524#1062#9413#300
11689,1740#523#534#66188#854219#1898#2524#1062#9413#300
850022,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
12103,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
6423,11842#1012#352295#156629#254236#4184#150115#2322#270497#11923
183273,6906#8045#7375#240095#8156#768321#183272#4531#375357#11598
172314,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
510241,4759#5546#2961#4223#5565#2896#57361#8442#57737#14944
169346,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
6054,2411#1141#3120#5489#11474#227287#4796#3094#49724#1749
9515,9640#204#2886#2794#682#9839#2518#9516#1074#4500
72323,6486#2660#2491#72209#10617#2553#72147#10630#2383#60367
187247,3086#1324#35816#335#12052#37072#4612#10597#3087#36864
182243,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
199516,763#2477#1652#155883#6518#2331#14286#907#2841#831344
220778,3669#220793#769850#11316#10713#301340#2268#301337#10868#10867
1686,196#347#1687#7002#1765#1210#3389#2933#3488#1557
376200,3394#28#222#357#1990#1353#6456#1166#1007#3800
226809,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
21247,513#3180#405#511#4425#1568#281#25998#2723#3680
863366,6866#436#35659#68555#68568#11986#11977#11367#69607#69614
401862,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
808433,3189#77#2906#6615#2901#155902#2533#20301#20281#2914
64335,3393#849#4440#2990#761#1592#164453#8392#63390#11883
849575,849568#854136#853773#849567#853767#849660#843028#857888#849583#849654
5826,7689#3611#1391#728#1707#1389#4545#1070#1387#3662
202098,3394#28#222#357#1990#1353#6456#1166#1007#3800
335267,170700#5184#3682#182035#345291#12236#12235#163319#173783#200048
4019,3894#4364#844#3232#3811#10607#3231#2390#175277#7305
538068,961#3329#2650#3187#61727#61733#61760#61800#61977#160410
563457,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
861388,1614#2021#4783#8043#1276#10984#51574#207939#8006#4072
814190,8109#156624#2566#226506#157963#2144#9585#3419#6197#8321
11799,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
33641,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
57455,4759#5546#2961#4223#5565#2896#57361#8442#57737#14944
247722,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
34203,11927#165#293526#2542#164#2880#2369#1249#294345#9380
2033,555#6031#23192#28309#1449#2062#4635#398#3332#4023
2658,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
174735,174075
858092,858095#858091#858093#858090#858094#858083#858153#858085#858087#858084
200166,1476#1309#685#11859#1725#604#24880#266#1021#284
324968,763#2477#1652#155883#6518#2331#14286#907#2841#831344
206784,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
337315,8552#191420#321563#270654#158083#270655#205962#214754#274699#272510
199301,819#337#1408#8153#1318#1322#1321#183527#12035#4967
8892,8899#9049#9048#8955#8918#9023#8980#8975#8902#8805
863335,3393#849#4440#2990#761#1592#164453#8392#63390#11883
182108,3189#77#2906#6615#2901#155902#2533#20301#20281#2914
11885,601#1966#157743#2351#1231#3859#407#14713#3259#893
214491,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
5102,3394#28#222#357#1990#1353#6456#1166#1007#3800
860668,339170#13645#339168#11428#9147#223850#221823#339169#11563#163886
853174,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
857537,511381#511401#602690#755361#602551#551340#758009#857551#857554#857540
782090,155405#189089#11956#319737#11936#219269#696119#550195#372472#158881
32569,3609#939#31135#8209#3121#5614#450#2512#4758#3122
182817,12034#2316#846#2332#3089#6572#3031#3039#6207#531
853440,12034#2316#846#2332#3089#6572#3031#3039#6207#531
4696,3408#11101#2549#8381#2418#154505#14213#6902#9706#11925
16554,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
169455,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
1389,7689#3611#1391#728#1707#4545#1070#1387#3662#4535
481739,196#347#1687#7002#1765#1210#3389#2933#3488#1557
7300,905#1241#1078#158621#540811#844929#855869#855208#853647#859977
336282,1357#705#186005#9484#9712#156400#344101#227411#9677#164614
53961,1363#725#1017#1280#1888#1019#3713#1527#652#2997
10551,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
2693,3408#11101#2549#8381#2418#154505#14213#6902#9706#11925
158084,3609#939#31135#8209#3121#5614#450#2512#4758#3122
7070,3159#3676#592#4008#6050#3137#3842#177#2450#2557
423509,188133#2851#1134#524#2505#6616#165206#173739#11235#2581
176974,219088#11985#680#1143#50508#154478#169288#227839#2970#168669
3107,60338#7883#3925#168204#1860#169134#9825#2413#2708#4610
766873,12034#2316#846#2332#3089#6572#3031#3039#6207#531
180249,13712#180225
14756,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
181839,1342#1638#577#3814#2132#1172#1205#2824#1343#2500
466913,699463#668207#698207#668195#331532#228587#668189#663530#446495#749874
22122,513#3180#405#511#4425#1568#281#25998#2723#3680
51253,180754#2309#1907#9849#199715#9704#216239#50585#442975#52661
446375,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
23485,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
1914,12101#5193#1915#9412#322913#12112#27772#21263#158073#191165
160230,188133#2851#1134#524#2505#6616#165206#173739#11235#2581
3015,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
476181,274499#440014#402894#272923#407877#539016#483228#544187#356851#379686
305400,11927#165#293526#2542#164#2880#2369#1249#294345#9380
227910,513#3180#405#511#4425#1568#281#25998#2723#3680
46460,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
778234,1253#6202#651#2919#2669#9826#3102#5100#503#3018
168607,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
849640,339170#13645#339168#11428#9147#223850#221823#339169#11563#163886
801242,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
409098,64#391#12256#11605#96#1102#641#2343#11604#706
150289,155406#184910#150530#11941#153995#158503#11940#225616#156632#691178
852309,905#1241#7300#1078#158621#540811#855861#855865#856775#854606
228116,2282#3385#1503#226388#947#2269#13656#226390#3030#13647
12005,3316#3411#68243#68108#12006#68093#68231#69213#68177#68347
853255,3189#77#2906#6615#2901#155902#2533#20301#20281#2914
472561,94#3781#9#2513#3778#8#8011#3617#93#2625
9398,419#5296#2052#432#5915#4219#4124#9433#7271#8050
175014,1492#1051#1885#2612#363#4131#50543#1777#9621#9363
11640,219088#11985#680#1143#50508#154478#169288#227839#2970#168669
761064,540757#294092#360988#360987#505500#266981#281039#266982#296470#264653
36864,3086#1324#35816#335#12052#37072#4612#10597#3087#46130
582535,555#6031#23192#28309#1449#2062#4635#398#3332#4023
6466,64#391#12256#11605#96#1102#641#2343#11604#706
750252,339170#13645#339168#11428#9147#223850#221823#339169#11563#163886
1608,11692#52836#160028#4450#1555#675#157636#3003#11808#559
166495,2562#11850#12196#103#3527#188091#3526#540#17760#3462
178523,1693#168643#171103#161035#226781#385950#272973#814591#814580#802431
720379,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
8657,1591#2773#2345#1684#4424#3131#6546#7684#2646#269
851467,574960#574959#574966#291455#839366#632333#631829#849332#849330#852428
535486,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
857925,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
863463,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
356287,669#1926#5470#221889#192423#402346#215198#697572#216315#215200
26577,3408#11101#2549#8381#2418#154505#14213#6902#9706#11925
818116,180754#2309#1907#9849#199715#9704#216239#50585#442975#52661
274437,11278#2403#1071#1444#1917#2921#11990#6885#193875#2561
50492,1492#1051#1885#2612#363#4131#50543#1777#9621#9363
549782,3393#849#4440#2990#761#1592#164453#8392#63390#11883
70624,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
580400,6561#159178#3390#3061#3079#2072#2346#3315#2479#8104
181694,1462#1986#2318#854#599#851#852#3073#127#2431
