product_code,recommend_product_codes_concated
155444,3977#2472#3325#3889#1496#160046#632175#156458#411#6932
845545,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
274642,3609#939#31135#8209#3121#5614#450#2512#4758#3122
4351,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
154594,3475#154490#175787#154626#158104#154570#154560#165410#154489#226099
726,2126#3387#1695#2543#521#67#1660#56625#994#1532
778235,1253#6202#651#2919#2669#9826#3102#5100#503#3018
863322,2670#1937#2744#2793#18867#1715#18877#18878#4422#2713
846407,540757#294092#360988#360987#505500#266981#281039#266982#296470#264653
12218,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
58970,12034#2316#846#2332#3089#6572#3031#3039#6207#531
457059,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
277007,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
196150,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
413077,11692#52836#160028#4450#1555#675#157636#3003#11808#559
26641,2516#27346#372#3433#216728#27344#27343#151471#2474#9523
60345,377654#454505#451919#428734#744768#537250#454535#377652#499458
9399,3394#28#222#357#1990#1353#6456#1166#1007#3800
519492,1614#2021#4783#8043#1276#10984#51574#207939#8006#4072
173738,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
12004,29295#6111#3183#29302#29365#29313#29267#227101#11781#29274
179311,3189#77#2906#6615#2901#155902#2533#20301#20281#2914
519395,12026#12022#2002#3171#3223#2870#1919#12012#12142#12362
226921,155532#428486#158557#168647#2130#9683#206601#151447#7262#506430
11859,1476#1309#685#1725#604#24880#266#1021#284#226
182988,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
173448,3894#4364#844#3232#3811#10607#3231#2390#175277#4019
850255,155406#184910#150530#11941#153995#158503#11940#225616#156632#150289
5982,64#391#12256#11605#96#1102#641#2343#11604#706
187340,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
9126,9129#9127
71461,119#7474#70477#71587#7317#7472#2792#71305#56#71208
452942,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
57442,4759#5546#2961#4223#5565#2896#57361#8442#57737#14944
256606,6906#8045#7375#240095#8156#768321#183272#4531#375357#11598
7073,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
179796,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
381295,3428#1477#3427#69#386#2559#2001#5841#3664#1673
167257,188133#2851#1134#524#2505#6616#165206#173739#11235#2581
9369,9640#204#2886#2794#682#9839#2518#9516#1074#4500
5831,3428#1477#3427#69#386#2559#2001#5841#3664#1673
159364,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
849265,1333#5557#156385#864237#864256#864260#864291#864299#861859#854569
158148,12034#2316#846#2332#3089#6572#3031#3039#6207#531
73630,226921#155532#428486#158557#168647#2130#9683#206601#151447#7262
847923,155405#189089#11956#319737#11936#219269#696119#550195#372472#158881
64322,3394#28#222#357#1990#1353#6456#1166#1007#3800
31777,31694#3788#2430#2467#4656#125#1911#2635#31708#158270
863371,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
849949,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
453449,1492#1051#1885#2612#363#4131#50543#1777#9621#9363
854729,3394#28#222#357#1990#1353#6456#1166#1007#3800
175492,7312#226500#59920#175785#164033#221221#12111#186173#276050#532311
740784,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
3394,28#222#357#1990#1353#6456#1166#1007#3800#610
9346,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
864228,3414#11901#770824#373#5146#5815#11867#227912#275164#167838
858305,11278#2403#1071#1444#1917#2921#11990#6885#193875#2561
184312,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
856468,8734#1233#530#1061#575#1716#570#1058#468858#1863
656306,4759#5546#2961#4223#5565#2896#57361#8442#57737#14944
603560,6561#159178#3390#3061#3079#2072#2346#3315#2479#8104
863459,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
170629,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
40604,3493#1552#1577#40964#9536#605#1049#45534#648#5480
215076,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
1401,11056#1118#154584#15046#1281#2446#8103#2859#158831#8453
75776,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
59257,12034#2316#846#2332#3089#6572#3031#3039#6207#531
4732,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
30358,1476#1309#685#11859#1725#604#24880#266#1021#284
400301,308123#258194#402097#404072#417530#442410#445136#274798#755405#463795
810104,11692#52836#160028#4450#1555#675#157636#3003#11808#559
9802,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
864637,849574#853777#849578#849573#849652#852300#851859#843031#849208#853776
177447,2344#192102#738#3064#9785#154380#505591#160127#6527#190310
861058,540757#294092#360988#360987#505500#266981#281039#266982#296470#264653
206,64#391#12256#11605#96#1102#641#2343#11604#706
269836,1614#2021#4783#8043#1276#10984#51574#207939#8006#4072
344254,3394#28#222#357#1990#1353#6456#1166#1007#3800
200451,94#3781#9#2513#3778#8#8011#3617#93#2625
68555,6866#436#35659#68568#11986#11977#11367#69607#69614#68544
11921,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
8746,3709#8913#8722#9059#2699#8761#6613#154449#10871#232496
4206,513#3180#405#511#4425#1568#281#25998#2723#3680
8891,8899#9049#9048#8955#8918#9023#8980#8975#8902#8805
1092,196#347#1687#7002#1765#1210#3389#2933#3488#1557
31440,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
51510,11692#52836#160028#4450#1555#675#157636#3003#11808#559
7670,12033#11096#30091#30103#30039#30133#12037#30074#30093#177570
4501,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
12010,80708#8014#168684#3762#3423#61640#4721#61621#61583#61588
73090,12428#1234#73440#4959#426#40#6904#1544#14320#10993
862401,119#7474#70477#71587#7317#7472#2792#71305#56#71208
59278,12034#2316#846#2332#3089#6572#3031#3039#6207#531
223535,196#347#1687#7002#1765#1210#3389#2933#3488#1557
158627,1342#1638#577#3814#2132#1172#1205#2824#1343#2500
7158,495#5710#2804#857#581#11628#580#2043#3834#174
1341,4230#2464#1020#74#348977#6022#5249#3005#12253#4055
161215,7689#3611#1391#728#1707#1389#4545#1070#1387#3662
862542,164238#178668#11866#168195#167620#11876#11869#202086#744864#167484
47171,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
857430,749744#861477#861454#861475#861476#861433#861435#856671#858306#856649
176477,11963#3096#448#479#154492#1033#2484#2923#2748#213438
846855,12285#846842#846854#846850#846845#846851#854466
756840,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
162126,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
2775,12025#3490#11889#12021#7966#220036#60218#11874#7505#59673
854374,856444#857797#846129#846131#846130#856841#846128#862579
844908,905#1241#7300#1078#158621#540811#844918#846936#849067#853652
3972,763#2477#1652#155883#6518#2331#14286#907#2841#831344
19464,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
668230,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
734361,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
2131,3236#681#74535#2872#1821#80181#3870#75358#930#74480
7805,12428#1234#73440#4959#426#40#6904#1544#14320#10993
55821,3394#28#222#357#1990#1353#6456#1166#1007#3800
183425,6906#8045#7375#240095#8156#768321#183272#4531#375357#11598
180754,2309#1907#9849#199715#9704#216239#50585#442975#52661#51253
714844,12033#7670#11096#30091#30103#30039#30133#12037#30074#30093
841508,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
31119,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
422087,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
599374,4810#645#9106#850#285236#8905#8909#8910#8719#8901
473091,11842#1012#352295#156629#254236#4184#150115#2322#270497#11923
627973,6906#8045#7375#240095#8156#768321#183272#4531#375357#11598
841464,206815#937#3108#11903#11910#221025#11906#69114#11833#8051
863374,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
11963,3096#448#479#154492#1033#2484#2923#2748#213438#2893
679514,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
329801,11692#52836#160028#4450#1555#675#157636#3003#11808#559
856671,749744#860965#860729#853790#852060#852074#852067#852064#857434#857431
59356,12034#2316#846#2332#3089#6572#3031#3039#6207#531
5394,1363#725#1017#1280#1888#1019#3713#1527#652#2997
849567,849660#843028#853773#853767#854136#849568#849575#857888#857885#854610
774878,6906#8045#7375#240095#8156#768321#183272#4531#375357#11598
418123,64#391#12256#11605#96#1102#641#2343#11604#706
482016,12034#2316#846#2332#3089#6572#3031#3039#6207#531
863237,3393#849#4440#2990#761#1592#164453#8392#63390#11883
164624,196#347#1687#7002#1765#1210#3389#2933#3488#1557
4770,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
536390,447568#681637
475907,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
170337,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
12381,8634#3955#3725#158485#5049#205868#158191#840335#310608#179566
244,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
31246,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
2345,1591#2773#1684#4424#3131#6546#7684#8657#2646#269
287372,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
73906,196#347#1687#7002#1765#1210#3389#2933#3488#1557
1868,468#2527#76870#80049#80128#36007#2489#3837#35834#8384
852319,905#1241#7300#1078#158621#540811#856779#855540#855551#844929
663531,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
462326,12034#2316#846#2332#3089#6572#3031#3039#6207#531
854100,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
6535,188133#2851#1134#524#2505#6616#165206#173739#11235#2581
820543,1462#1986#2318#854#599#851#852#3073#127#2431
3996,12034#2316#846#2332#3089#6572#3031#3039#6207#531
8894,8899#9049#9048#8955#8918#9023#8980#8975#8902#8805
859007,119#7474#70477#71587#7317#7472#2792#71305#56#71208
193875,11278#2403#1071#1444#1917#2921#11990#6885#2561#15065
75797,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
854497,2272#2279#157514#2274#153992#6304#198855#7322#153993#12083
226993,222253#227023#226970#226976#227067#226969#226971#226986#227028#226987
848148,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
846122,2272#2279#157514#2274#153992#6304#198855#7322#153993#12083
24149,2617#24075#3318#2478#24196#24123#3219#3210#24181#24133
2761,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
525895,220608#428472#438061#404533#541187#786213#864595#857647#857648#862372
11573,3394#28#222#357#1990#1353#6456#1166#1007#3800
227250,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
849977,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
18793,1253#6202#651#2919#2669#9826#3102#5100#503#3018
378544,12101#5193#1915#1914#9412#322913#12112#27772#21263#158073
858314,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
372291,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
9720,18283#18344#164241#9139#18275#2686#18230#3877#18390#64598
196779,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
5110,878#2297#205388#8586#224037#13770#221055#13791#174310#220926
378243,1352#1366#156#13768#9360#3684#4789#1750#1943#7242
848134,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
65488,12034#2316#846#2332#3089#6572#3031#3039#6207#531
858398,368527#484383#512473#657005#366571
6616,188133#2851#1134#524#2505#165206#173739#11235#2581#6535
355465,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
59529,12034#2316#846#2332#3089#6572#3031#3039#6207#531
77565,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
203071,180754#2309#1907#9849#199715#9704#216239#50585#442975#52661
4627,513#3180#405#511#4425#1568#281#25998#2723#3680
527630,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
50496,53359#53361#53470#53375#53348#53353#275261#854181#53416#159710
186332,2344#192102#738#3064#9785#154380#505591#160127#6527#190310
849573,849574#849208#852300#849652#864637#849578#853777#849209#853776#843031
35752,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
5548,3394#28#222#357#1990#1353#6456#1166#1007#3800
3056,6561#159178#3390#3061#3079#2072#2346#3315#2479#8104
7312,226500#59920#175785#164033#221221#175492#12111#186173#276050#532311
9378,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
818426,2272#2279#157514#2274#153992#6304#198855#7322#153993#12083
9554,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
335336,1596#11817#636#28626#803#28623#2354#1770#28632#165236
5463,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
4148,3393#849#4440#2990#761#1592#164453#8392#63390#11883
551731,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
1020,4230#2464#74#348977#6022#1341#5249#3005#12253#4055
544479,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
3921,94#3781#9#2513#3778#8#8011#3617#93#2625
483136,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
33523,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
157377,3661#7142#67690#11624#26843#11912#26808#26931#27163#9660
2021,1614#4783#8043#1276#10984#51574#207939#8006#4072#1417
167841,75390#36703#60214#36719#644330#165618#436811#533891#860394
863384,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
47517,1186#989#11620#485#1278#4114#3716#379#7436#425
801246,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
802630,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
669180,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
360257,3393#849#4440#2990#761#1592#164453#8392#63390#11883
598680,4810#645#9106#850#285236#8905#8909#8910#8719#8901
771774,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
862410,11692#52836#160028#4450#1555#675#157636#3003#11808#559
19604,64#391#12256#11605#96#1102#641#2343#11604#706
329785,4810#645#9106#850#285236#8905#8909#8910#8719#8901
481334,12034#2316#846#2332#3089#6572#3031#3039#6207#531
2709,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
551792,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
821617,11842#1012#352295#156629#254236#4184#150115#2322#270497#11923
59772,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
4510,879#2330#720#3074#7456#344091#13784#157583#180425#163330
13736,12428#1234#73440#4959#426#40#6904#1544#14320#10993
382821,12056#12072#242376#3129#251551#272379#81758#327534#272846#552518
848794,293#856756#860016#860014#848846#858499#852905#852907#852901#852908
2785,10982#166#3060#2379#13727#221382#158724#160386#180922#220051
365123,64#391#12256#11605#96#1102#641#2343#11604#706
186005,1357#705#9484#9712#156400#344101#227411#9677#164614#166626
878,5110#2297#205388#8586#224037#13770#221055#13791#174310#220926
35465,11927#165#293526#2542#164#2880#2369#1249#294345#9380
29075,1476#1309#685#11859#1725#604#24880#266#1021#284
8757,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
864626,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
226987,222253#227023#226970#226976#227067#226969#226971#226986#227028#226993
35656,12034#2316#846#2332#3089#6572#3031#3039#6207#531
32938,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
766965,11842#1012#352295#156629#254236#4184#150115#2322#270497#11923
182505,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
181173,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
11873,3414#11901#770824#373#5146#5815#11867#227912#275164#167838
820497,219088#11985#680#1143#50508#154478#169288#227839#2970#168669
198694,11692#52836#160028#4450#1555#675#157636#3003#11808#559
519557,3236#681#74535#2872#1821#80181#3870#75358#930#74480
849664,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
40906,3493#1552#1577#40964#9536#605#1049#45534#648#5480
10360,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
195204,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
436070,12034#2316#846#2332#3089#6572#3031#3039#6207#531
444832,3394#28#222#357#1990#1353#6456#1166#1007#3800
36170,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
8634,12381#3955#3725#158485#5049#205868#158191#840335#310608#179566
830408,763#2477#1652#155883#6518#2331#14286#907#2841#831344
849350,749744#857434#849452#857432#857428#854486#857435#857429#851564#852063
848587,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
861069,540757#294092#360988#360987#505500#266981#281039#266982#296470#264653
177476,12034#2316#846#2332#3089#6572#3031#3039#6207#531
251645,11692#52836#160028#4450#1555#675#157636#3003#11808#559
217446,763#2477#1652#155883#6518#2331#14286#907#2841#831344
849457,687#688#771030#854491#863286#863473#863476#863477#854494#849453
575858,10629#27566#3190#164279#5234#164280#241310#27603#172315#634502
32643,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
194297,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
75590,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
15650,3393#849#4440#2990#761#1592#164453#8392#63390#11883
170904,9175#12333#9122#166670#167936#169885#828095#796253#796246#796249
811602,308123#258194#400301#402097#404072#417530#442410#445136#274798#755405
863328,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
463549,842#214#668#654#3547#5543#150027#41118#9545#2754
12021,12025#3490#11889#7966#220036#60218#2775#11874#7505#59673
269828,12428#1234#73440#4959#426#40#6904#1544#14320#10993
220031,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
227004,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
814559,119#7474#70477#71587#7317#7472#2792#71305#56#71208
864559,11836#47923#160815#220541#864608#864591
609380,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
57524,4759#5546#2961#4223#5565#2896#57361#8442#57737#14944
321331,285331#29057#271971#521671#24497#458331#277886#444378#656763#846135
23510,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
7101,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
167055,3394#28#222#357#1990#1353#6456#1166#1007#3800
848824,293#863605#860674#860672#860673#853764#852906#855589#856756#852908
182056,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
852176,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
854468,846780#846874#846862
849124,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
511398,511375#551409#511356#511363#511378#602559#602486#511379#602554#602474
855233,805527#855236#855234#863051#863055#863063#863070#863041#863071#855235
181057,3428#1477#3427#69#386#2559#2001#5841#3664#1673
855707,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
31272,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
11898,31694#3788#2430#2467#4656#125#1911#2635#31708#158270
100,94#3781#9#2513#3778#8#8011#3617#93#2625
795008,155405#189089#11956#319737#11936#219269#696119#550195#372472#158881
6489,1363#725#1017#1280#1888#1019#3713#1527#652#2997
402346,669#1926#5470#221889#192423#356287#215198#697572#216315#215200
223543,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
21639,1553#2074#21661#4516#6961#2075#154398#2061#7151#414
852159,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
158156,3236#681#74535#2872#1821#80181#3870#75358#930#74480
72829,12428#1234#73440#4959#426#40#6904#1544#14320#10993
656274,495#5710#2804#857#581#11628#580#2043#3834#174
23250,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
274278,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
827589,1683#8744#326832#948#227420#2735#5906#4374#227414#11363
4390,11692#52836#160028#4450#1555#675#157636#3003#11808#559
18864,3393#849#4440#2990#761#1592#164453#8392#63390#11883
2959,1740#523#534#66188#854219#1898#2524#1062#9413#300
858334,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
864295,763#2477#1652#155883#6518#2331#14286#907#2841#831344
479307,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
2105,18283#18344#164241#9139#18275#9720#2686#18230#3877#18390
331835,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
201903,192157#1538#5187#2667#7186#5088#11809#9510#26158#167766
206591,1476#1309#685#11859#1725#604#24880#266#1021#284
360778,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
195667,1363#725#1017#1280#1888#1019#3713#1527#652#2997
3661,7142#67690#11624#26843#11912#26808#26931#27163#157377#9660
638892,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
56733,2126#3387#1695#726#2543#521#67#1660#56625#994
168774,763#2477#1652#155883#6518#2331#14286#907#2841#831344
54295,3394#28#222#357#1990#1353#6456#1166#1007#3800
207633,3493#1552#1577#40964#9536#605#1049#45534#648#5480
46622,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
765911,228199#755065#755064#765912#755384#755385#755387#755392#755393#755394
1249,11927#165#293526#2542#164#2880#2369#294345#9380#430
857648,220608#428472#438061#404533#541187#786213#525895#864595#857646#862372
242336,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
16393,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
540123,2126#3387#1695#726#2543#521#67#1660#56625#994
18859,1253#6202#651#2919#2669#9826#3102#5100#503#3018
439050,11692#52836#160028#4450#1555#675#157636#3003#11808#559
791992,12034#2316#846#2332#3089#6572#3031#3039#6207#531
536816,12428#1234#73440#4959#426#40#6904#1544#14320#10993
160546,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
17777,2562#11850#12196#103#3527#188091#3526#540#17760#3462
42425,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
182044,226921#155532#428486#158557#168647#2130#9683#206601#151447#7262
170252,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
852298,226942#574312#781538#854612#858319#858322#863445#862567
158297,155406#184910#150530#11941#153995#158503#11940#225616#156632#150289
52689,11692#52836#160028#4450#1555#675#157636#3003#11808#559
858966,119#7474#70477#71587#7317#7472#2792#71305#56#71208
853864,853867#853865#853862#853868#853861#853860#853869#853328#853331#853329
8149,1740#523#534#854219#66188#1898#2524#1062#9413#300
157636,11692#52836#160028#4450#1555#675#3003#11808#559#2994
11772,11369#7047#13734#442#12407#6813#154556#13659#3673#3671
9849,180754#2309#1907#199715#9704#216239#50585#442975#52661#51253
855861,905#1241#7300#1078#158621#540811#852323#853649#849622#855113
434014,1740#523#534#66188#854219#1898#2524#1062#9413#300
4409,6486#2660#2491#72209#10617#2553#72147#10630#2383#60367
3108,206815#937#11903#11910#221025#11906#69114#11833#8051#154564
296418,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
216324,1363#725#1017#1280#1888#1019#3713#1527#652#2997
184272,1740#523#534#854219#66188#1898#2524#1062#9413#300
66604,1740#523#534#854219#66188#1898#2524#1062#9413#300
159368,11692#52836#160028#4450#1555#675#157636#3003#11808#559
74579,3236#681#74535#2872#1821#80181#3870#75358#930#74480
34563,11927#165#293526#2542#164#2880#2369#1249#294345#9380
1885,1492#1051#2612#363#4131#50543#1777#9621#9363#51335
156629,11842#1012#352295#254236#4184#150115#2322#270497#11923#1887
226439,180754#2309#1907#9849#199715#9704#216239#50585#442975#52661
862526,3316#3411#68243#68108#12006#68093#68231#12005#69213#68177
170181,1566#646#2235#1358#12163#1832#820#224596#1790#1500
1679,4532#3504#1630#1370#1629#1371#5869#39520#7187#1703
1922,1522#5345#647#9805#1827#4478#2348#17#11831#2310
2508,2444#71088#971#3242#2058#3326#11071#2013#2640#283
863256,3414#11901#770824#373#5146#5815#11867#227912#275164#167838
533299,2411#1141#3120#5489#11474#227287#4796#3094#49724#1749
652,1363#725#1017#1280#1888#1019#3713#1527#2997#1579
168829,2516#27346#372#3433#216728#27344#27343#151471#2474#9523
864263,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
15029,3393#849#4440#2990#761#1592#164453#8392#63390#11883
2923,11963#3096#448#479#154492#1033#2484#2748#213438#2893
860257,8109#156624#2566#226506#157963#2144#9585#3419#6197#8321
483318,3493#1552#1577#40964#9536#605#1049#45534#648#5480
852060,749744#851559#851565#854486#851560#849350#857428#857434#857431#851563
29274,29295#6111#3183#29302#12004#29365#29313#29267#227101#11781
285226,3394#28#222#357#1990#1353#6456#1166#1007#3800
852253,1476#1309#685#11859#1725#604#24880#266#1021#284
217517,3428#1477#3427#69#386#2559#2001#5841#3664#1673
175211,3236#681#74535#2872#1821#80181#3870#75358#930#74480
41583,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
159190,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
179886,3414#11901#770824#373#5146#5815#11867#227912#275164#167838
227909,12034#2316#846#2332#3089#6572#3031#3039#6207#531
168195,164238#178668#11866#167620#11876#11869#202086#744864#167484#182356
6450,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
725380,2516#27346#372#3433#216728#27344#27343#151471#2474#9523
802431,1693#168643#178523#171103#161035#226781#385950#272973#814591#814580
858152,858093#858090#858094#858084#858092#858087#858083#858153#858085#858091
166588,4230#2464#1020#74#348977#6022#1341#5249#3005#12253
171366,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
64369,3394#28#222#357#1990#1353#6456#1166#1007#3800
9566,11692#52836#160028#4450#1555#675#157636#3003#11808#559
849659,778301#854139#843026#849657
8811,8899#9049#9048#8955#8918#9023#8980#8975#8902#8805
60871,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
2970,219088#11985#680#1143#50508#154478#169288#227839#168669#13783
751177,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
862359,36205#6071#2778#35724#27#10585#36704#2356#3960#37501
816841,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
852170,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
414721,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
182757,339170#13645#339168#11428#9147#223850#221823#339169#11563#163886
52116,11692#52836#160028#4450#1555#675#157636#3003#11808#559
275549,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
824095,3394#28#222#357#1990#1353#6456#1166#1007#3800
781145,226921#155532#428486#158557#168647#2130#9683#206601#151447#7262
2418,3408#11101#2549#8381#154505#14213#6902#9706#11925#9411
195135,1186#989#11620#485#1278#4114#3716#379#7436#425
659207,12034#2316#846#2332#3089#6572#3031#3039#6207#531
3803,3393#849#4440#2990#761#1592#164453#8392#63390#11883
8901,4810#645#9106#850#285236#8905#8909#8910#8719#8954
861470,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
195059,11963#3096#448#479#154492#1033#2484#2923#2748#213438
205322,359#853#3409#12054#1622#516#826#4326#408#157749
1272,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
156385,1333#5557#849265#854569#861859#864299#864291#864260#864256#864237
1689,196#347#1687#7002#1765#1210#3389#2933#3488#1557
38503,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
8719,4810#645#9106#850#285236#8905#8909#8910#8901#8954
22139,513#3180#405#511#4425#1568#281#25998#2723#3680
823474,1740#523#534#66188#854219#1898#2524#1062#9413#300
532276,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
419312,447620#65312#281242#364947#277445#79823#77885#445900#329879#753200
9645,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
222392,512554#862485
56181,3394#28#222#357#1990#1353#6456#1166#1007#3800
551327,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
16267,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
532106,4987#4778#3330#12358#1212#805531#165485#864636
646,1566#2235#1358#12163#1832#820#224596#1790#1500#185015
430800,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
863545,8734#1233#530#1061#575#1716#570#1058#468858#1863
6903,3394#28#222#357#1990#1353#6456#1166#1007#3800
537145,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
849451,749744#854486#857428#857434#857431#851563#849452#857432#857435#857429
